F. Tieri (Earth-616)
F.A.C.A.D.E. (Earth-616)
F.R. Crozier (Earth-616)
F.T. Strang (Earth-616)
FAUST (Fully Automated Unit of Structural Technology) (Earth-616)
Fabian Cortez (Earth-616)
Fabian LaMuerto (Earth-616)
Fabian Marechal-Julbin (Earth-616)
Fabian Nicieza (Earth-616)
Fabian Stankowicz (Earth-616)
Fabio Medina (Earth-616)
Fabrikant (Earth-616)
Face (Inferno Baby) (Earth-616)
Face (Japanese) (Earth-616)
Faceless One (Earth-616)
Factor-X (Earth-616)
Fade (Earth-616)
Fader (Earth-616)
Fafnir (Frost Giant) (Earth-616)
Fafnir (Nastrond) (Earth-616)
Fafnir Hellhand (Earth-616)
Fagan (troll) (Earth-616)
Fagin (Earth-616)
Fah Lo Suee (Earth-616)
Fahd Alireza (Earth-616)
Fahe (Earth-616)
Fahnbullah Eddy (Earth-616)
Faira Sar Namora (Earth-616)
Fairgold (Earth-616)
Fairy Delight (Earth-616)
Faith Shabazz (Earth-616)
Faiza Hussain (Earth-616)
Fakir (Earth-616)
Falcona (Earth-616)
Falke (Earth-616)
Falkon (Earth-616)
Fallen Angel (Earth-616)
Fallen One (Herald) (Earth-616)
Falroth (Earth-616)
False Face (Earth-616)
False Titania (Earth-616)
False Wrecker (Earth-616)
Falzon (Earth-616)
Falzone (Earth-616)
Famine (11th Century) (Earth-616)
Fandral (Earth-616)
Fandral's Mother (Earth-616)
Fang (Imperial Guard) (Earth-616)
Fang (Lilin) (Earth-616)
Fang (Replacement) (Earth-616)
Fang (Shi'ar Prisoner) (Earth-616)
Fang (Snake) (Earth-616)
Fang (WWII) (Earth-616)
Fangor (Earth-616)
Fangu (Earth-616)
Fantasia (Earth-616)
Fantasma (Dark Ocean Society) (Earth-616)
Fantomask (Earth-616)
Far Sight (Earth-616)
Fara (Earth-616)
Faradei (Earth-616)
Farahd (Earth-616)
Farallah (Earth-616)
Farax (Earth-616)
Farbauti (Earth-616)
Fargo Kid (Earth-616)
Farida Hussain (Earth-616)
Farissa (Earth-616)
Farley London (Earth-616)
Farley Mowat (Earth-616)
Farley Stillwell (Earth-616)
Farnoq Dahn (Earth-616)
Farouk Al-Fasaud (Earth-616)
Farrell (Earth-616)
Fascit (Earth-616)
Fashima (Earth-616)
Fasolt (Earth-616)
